type,price,beds,bath,propertysqft,street_name,latitude,longitude,zip_code,city
co-op for sale,695000,2,2.0,2184.207862,flushing,40.7507718,-73.8890157,11372,jackson heights
condo for sale,1999999,4,3.0,2729.0,manhattan,40.7069134,-74.0085778,10005,new york
condo for sale,1999999,4,4.0,2743.0,manhattan,40.7895034,-73.9769713,10024,manhattan
condo for sale,1995000,3,2.0,1546.0,manhattan,40.8018548,-73.9672877,10025,new york
condo for sale,1995000,2,2.0,1562.0,manhattan,40.7845327,-73.9789122,10024,manhattan
condo for sale,1995000,2,3.0,1838.0,manhattan,40.720539,-73.979335,10009,manhattan
condo for sale,1995000,1,2.0,910.0,manhattan,40.7852077,-73.9706676,10024,manhattan
condo for sale,1995000,3,2.0,1376.0,manhattan,40.7451522,-73.9927778,10001,manhattan
condo for sale,1995000,5,4.0,3075.0,riverdale,40.8879309,-73.9121663,10463,bronx
condo for sale,1990000,2,2.0,1309.0,manhattan,40.7439229,-73.9937052,10011,new york
condo for sale,1989000,2,2.0,1274.0,manhattan,40.7603978,-73.9919328,10036,manhattan
condo for sale,1950000,2,2.0,1000.0,manhattan,40.7805098,-73.9523992,10128,new york
condo for sale,1950000,3,3.0,1300.0,manhattan,40.7770634,-73.9522998,10028,manhattan
house for sale,899000,4,2.0,1400.0,flushing,40.7421716,-73.8582741,11368,corona
condo for sale,1950000,1,2.0,1117.0,manhattan,40.7408927,-74.0044465,10014,new york
condo for sale,1949000,2,2.0,1288.0,manhattan,40.7234874,-73.976864,10009,new york
co-op for sale,1075000,4,2.0,1800.0,flushing,40.7487647,-73.8834851,11372,jackson heights
co-op for sale,1088000,5,2.0,2184.207862,flushing,40.7186003,-73.8453488,11375,forest hills
condo for sale,1900000,2,2.0,1029.0,manhattan,40.7193408,-73.9856438,10002,new york
condo for sale,1900000,2,2.0,1035.0,manhattan,40.7642638,-73.9626394,10065,new york
condo for sale,1899000,3,2.0,1900.0,brighton beach,40.5763957,-73.9575654,11235,brooklyn
condo for sale,1899000,3,2.0,1757.0,brighton beach,40.5769367,-73.9570143,11235,brooklyn
co-op for sale,1850000,5,3.0,3000.0,flushing,40.7213129,-73.8450098,11375,queens
condo for sale,1895000,3,2.0,1929.0,manhattan,40.7647904,-73.9890812,10019,manhattan
condo for sale,1850000,1,1.0,703.0,manhattan,40.7328142,-73.995445,10003,new york
townhouse for sale,790000,3,2.0,1596.0,flushing,40.7761945,-73.8477672,11354,flushing
house for sale,859000,2,2.0,950.0,flushing,40.7746518,-73.81583,11354,flushing
house for sale,911600,3,2.0,1596.0,flushing,40.7685072,-73.8246067,11354,flushing
house for sale,1228000,3,2.0,950.0,flushing,40.7739766,-73.8070988,11354,flushing
condo for sale,1850000,2,2.0,1322.0,manhattan,40.7060214,-74.0117866,10004,new york
house for sale,1375000,6,2.0,1596.0,flushing,40.7681033,-73.8107752,11354,flushing
house for sale,1480000,4,4.0,1596.0,flushing,40.7699832,-73.8257555,11354,flushing
house for sale,2500000,5,2.373860858,1450.0,flushing,40.7679673,-73.8246067,11354,flushing
co-op for sale,130000,1,1.0,2184.207862,fordham manor,40.8653458,-73.9073691,10468,bronx
co-op for sale,154900,1,1.0,700.0,fordham manor,40.8646563,-73.9082145,10468,bronx
co-op for sale,159000,1,1.0,800.0,fordham manor,40.8697508,-73.905391,10463,bronx
co-op for sale,199900,1,1.0,925.0,fordham manor,40.863113,-73.8983227,10468,bronx
co-op for sale,243000,2,1.0,965.0,fordham manor,40.8643305,-73.9075188,10468,bronx
co-op for sale,280000,2,2.0,975.0,fordham manor,40.8651305,-73.9068012,10468,bronx
townhouse for sale,588000,4,3.0,2160.0,fordham manor,40.8678944,-73.9078533,10463,bronx
co-op for sale,169000,3,1.0,2184.207862,forest hills,40.7205894,-73.8359422,11375,forest hills
co-op for sale,199000,1,1.0,2184.207862,forest hills,40.7282899,-73.8472,11375,forest hills
co-op for sale,199900,3,1.0,550.0,forest hills,40.7291499,-73.84944,11375,forest hills
co-op for sale,199999,3,1.0,471.0,forest hills,40.7223099,-73.84153,11375,forest hills
co-op for sale,204888,3,1.0,2184.207862,forest hills,40.7284499,-73.8492399,11375,forest hills
co-op for sale,208000,3,1.0,2184.207862,forest hills,40.7170693,-73.8332429,11375,forest hills
co-op for sale,210000,1,1.0,2184.207862,forest hills,40.7315312,-73.8437204,11375,forest hills
co-op for sale,224000,1,1.0,2184.207862,forest hills,40.7276199,-73.84686,11375,forest hills
co-op for sale,224995,3,1.0,550.0,forest hills,40.7266666,-73.8482928,11375,forest hills
co-op for sale,239000,1,1.0,2184.207862,forest hills,40.7318103,-73.8443526,11375,forest hills
co-op for sale,240000,3,1.0,500.0,forest hills,40.7223221,-73.8493655,11375,forest hills
co-op for sale,240000,1,1.0,750.0,forest hills,40.7314663,-73.8527035,11375,forest hills
co-op for sale,255000,1,1.0,650.0,forest hills,40.7291499,-73.84944,11375,forest hills
co-op for sale,259000,1,1.0,2184.207862,forest hills,40.7199582,-73.8357232,11375,forest hills
co-op for sale,269995,1,1.0,2184.207862,forest hills,40.7379227,-73.8470718,11375,forest hills
co-op for sale,275000,1,1.0,2184.207862,forest hills,40.7305839,-73.8503144,11375,forest hills
co-op for sale,279000,1,1.0,2184.207862,forest hills,40.7282899,-73.8472,11375,forest hills
co-op for sale,279000,1,1.0,800.0,forest hills,40.7151999,-73.83611,11375,forest hills
co-op for sale,288000,1,1.0,2184.207862,forest hills,40.7245599,-73.84686,11375,forest hills
co-op for sale,297000,1,1.0,800.0,forest hills,40.7322799,-73.85181,11375,forest hills
co-op for sale,299999,1,1.0,850.0,forest hills,40.7249599,-73.84549,11375,forest hills
co-op for sale,304900,1,1.0,850.0,forest hills,40.7254109,-73.8453358,11375,forest hills
co-op for sale,309000,1,1.0,850.0,forest hills,40.7291499,-73.84944,11375,forest hills
co-op for sale,318000,1,1.0,2184.207862,forest hills,40.7203199,-73.84052,11375,forest hills
co-op for sale,319000,2,1.0,2184.207862,forest hills,40.7230399,-73.85628,11375,forest hills
co-op for sale,329000,1,1.0,820.0,forest hills,40.7157399,-73.83672,11375,forest hills
co-op for sale,329000,1,1.0,2184.207862,forest hills,40.7193051,-73.8453248,11375,forest hills
co-op for sale,339000,1,1.0,910.0,forest hills,40.7244239,-73.8511076,11375,forest hills
co-op for sale,339000,1,1.0,2184.207862,forest hills,40.7162869,-73.8314446,11375,forest hills
co-op for sale,349500,1,1.0,900.0,forest hills,40.7157399,-73.83672,11375,queens
co-op for sale,395000,2,1.0,2184.207862,forest hills,40.7284716,-73.8505211,11375,forest hills
co-op for sale,409000,2,1.0,2184.207862,forest hills,40.7236399,-73.84481,11375,forest hills
co-op for sale,410000,2,2.0,2184.207862,forest hills,40.7203199,-73.84052,11375,forest hills
co-op for sale,418000,2,1.0,2184.207862,forest hills,40.7155199,-73.8530199,11375,forest hills
co-op for sale,419800,2,1.0,1000.0,forest hills,40.7199582,-73.8357232,11375,forest hills
co-op for sale,425000,2,1.0,2184.207862,forest hills,40.7226099,-73.8495,11375,forest hills
co-op for sale,425000,3,2.0,1300.0,forest hills,40.7379227,-73.8470718,11375,forest hills
condo for sale,1795000,2,2.0,1245.0,dumbo,40.7022611,-73.9854097,11201,brooklyn
co-op for sale,450000,1,1.0,1115.0,forest hills,40.7193296,-73.8380044,11375,forest hills
co-op for sale,460000,2,1.0,2184.207862,forest hills,40.71712,-73.838966,11375,forest hills
co-op for sale,480000,2,1.0,2184.207862,forest hills,40.7291499,-73.84944,11375,forest hills
co-op for sale,499000,3,2.0,1266.0,forest hills,40.7379227,-73.8470718,11375,forest hills
co-op for sale,519000,2,2.0,1079.0,forest hills,40.7203199,-73.84052,11375,forest hills
co-op for sale,549000,2,2.0,1200.0,forest hills,40.724514,-73.8458441,11375,forest hills
co-op for sale,550000,2,1.0,1069.0,forest hills,40.7192373,-73.846265,11375,forest hills
co-op for sale,560000,2,2.0,2184.207862,forest hills,40.7223099,-73.84153,11375,forest hills
condo for sale,1795000,3,2.0,1773.0,manhattan,40.810446,-73.943187,10027,new york
condo for sale,1795000,2,2.0,2184.207862,manhattan,40.7954592,-73.9753123,10025,new york
co-op for sale,575000,3,2.0,1350.0,forest hills,40.7313424,-73.8489073,11375,queens
co-op for sale,599000,2,2.0,2184.207862,forest hills,40.7230099,-73.84699,11375,queens
co-op for sale,650000,2,2.0,1200.0,forest hills,40.7216499,-73.84119,11375,queens
pending,670000,1,2.0,908.0,forest hills,40.718793,-73.8365852,11375,forest hills
condo for sale,1750000,6,3.0,3364.0,brooklyn,40.6585715,-73.9507462,11225,brooklyn
co-op for sale,699000,2,2.0,1400.0,forest hills,40.7216499,-73.84119,11375,forest hills
co-op for sale,719000,3,2.0,1440.0,forest hills,40.721289,-73.8403901,11375,forest hills
condo for sale,1750000,3,2.0,1494.0,manhattan,40.7847793,-73.9778528,10024,new york
co-op for sale,888000,3,2.0,1600.0,forest hills,40.724514,-73.8458441,11375,forest hills
condo for sale,1750000,1,1.0,937.0,manhattan,40.7330327,-73.9891825,10003,manhattan
co-op for sale,1139000,3,2.0,1800.0,forest hills,40.7201292,-73.8398387,11375,queens
condo for sale,1750000,1,1.0,2184.207862,manhattan,40.7632867,-73.9700993,10022,manhattan
condo for sale,1750000,2,2.0,1320.0,red hook,40.6774843,-74.0147997,11231,brooklyn
co-op for sale,1099000,2,1.0,2184.207862,fort greene,40.6876421,-73.9721671,11238,brooklyn
condo for sale,1750000,2,2.0,2184.207862,williamsburg,40.714184,-73.945191,11211,brooklyn
co-op for sale,199000,3,1.0,325.0,fort hamilton,40.6181029,-74.0369047,11209,brooklyn
co-op for sale,239000,3,1.0,450.0,fort hamilton,40.6141658,-74.0353827,11209,brooklyn
co-op for sale,258888,1,1.0,650.0,fort hamilton,40.617279,-74.0267532,11209,brooklyn
co-op for sale,259000,1,1.0,625.0,fort hamilton,40.6147332,-74.0337807,11209,brooklyn
co-op for sale,329000,1,1.0,750.0,fort hamilton,40.61593,-74.0335829,11209,brooklyn
co-op for sale,329000,1,1.0,764.0,fort hamilton,40.6141658,-74.0353827,11209,brooklyn
co-op for sale,339000,1,1.0,1085.0,fort hamilton,40.6171201,-74.0385203,11209,brooklyn
co-op for sale,375000,1,1.0,920.0,fort hamilton,40.614285,-74.0315729,11209,brooklyn
co-op for sale,385000,1,1.0,2184.207862,fort hamilton,40.6249201,-74.0404698,11209,brooklyn
co-op for sale,399000,1,1.0,750.0,fort hamilton,40.614285,-74.0315729,11209,brooklyn
co-op for sale,410000,1,1.0,2184.207862,fort hamilton,40.6249201,-74.0404698,11209,brooklyn
co-op for sale,489000,2,1.0,950.0,fort hamilton,40.620502,-74.0396973,11209,brooklyn
pending,495000,2,2.0,1100.0,fort hamilton,40.6123382,-74.0356075,11209,brooklyn
condo for sale,1745000,2,2.0,1574.0,long island city,40.7457551,-73.9417456,11101,queens
co-op for sale,539000,2,2.0,1100.0,fort hamilton,40.6170731,-74.0383836,11209,brooklyn
co-op for sale,545000,1,1.0,1050.0,fort hamilton,40.617623,-74.038637,11209,brooklyn
condo for sale,1700000,2,2.0,1580.0,crown heights,40.6763522,-73.9543474,11216,brooklyn
co-op for sale,589000,2,2.0,1100.0,fort hamilton,40.6120095,-74.0345805,11209,brooklyn
co-op for sale,599000,2,2.0,1200.0,fort hamilton,40.6186895,-74.032363,11209,brooklyn
co-op for sale,675000,2,2.0,1200.0,fort hamilton,40.6168668,-74.0380928,11209,brooklyn
pending,695000,2,2.0,1200.0,fort hamilton,40.6249201,-74.0404698,11209,brooklyn
condo for sale,1700000,2,2.0,1135.0,manhattan,40.7315509,-74.0013914,10014,manhattan
co-op for sale,875000,2,2.0,1275.0,fort hamilton,40.6206952,-74.0402708,11209,brooklyn
co-op for sale,899000,2,2.0,1300.0,fort hamilton,40.620502,-74.0396973,11209,brooklyn
condo for sale,1695000,1,2.0,1072.0,brooklyn,40.7020349,-73.9899069,11201,brooklyn
condo for sale,1695000,3,2.0,1827.0,crown heights,40.6745841,-73.9623868,11238,brooklyn
condo for sale,1695000,2,2.0,1117.0,williamsburg,40.7169665,-73.94377,11211,brooklyn
co-op for sale,135000,2,1.0,750.0,foxhurst,40.8224272,-73.8900397,10459,bronx
co-op for sale,187000,4,1.0,1076.0,foxhurst,40.8224272,-73.8900397,10459,bronx
condo for sale,1695000,2,2.0,1035.0,williamsburg,40.7163702,-73.9515728,11211,brooklyn
co-op for sale,248000,1,1.0,2184.207862,fresh meadows,40.7383072,-73.7776864,11365,fresh meadows
co-op for sale,279000,2,1.0,810.0,fresh meadows,40.7365683,-73.7763893,11365,fresh meadows
condo for sale,1675000,2,2.0,1294.0,manhattan,40.7631464,-73.9610896,10065,new york
co-op for sale,219000,3,1.0,1050.0,gerritsen beach,40.5988908,-73.9334675,11229,brooklyn
co-op for sale,245000,2,1.0,900.0,gerritsen beach,40.6014996,-73.9324298,11229,brooklyn
co-op for sale,250000,1,1.0,750.0,gerritsen beach,40.5986758,-73.9325474,11229,brooklyn
co-op for sale,234900,1,1.0,753.0,glen oaks,40.7577991,-73.7159564,11005,floral park
co-op for sale,239000,1,1.0,801.0,glen oaks,40.7577991,-73.7159564,11005,floral park
co-op for sale,239900,1,1.0,585.0,glen oaks,40.7516659,-73.7183001,11004,glen oaks
co-op for sale,244900,1,1.0,518.0,glen oaks,40.7511183,-73.7160095,11004,glen oaks
co-op for sale,269999,1,1.0,2184.207862,glen oaks,40.7522899,-73.72315,11426,bellerose
pending,294000,1,2.0,1074.0,glen oaks,40.7577991,-73.7159564,11005,floral park
co-op for sale,295000,1,2.0,980.0,glen oaks,40.7577991,-73.7159564,11005,floral park
co-op for sale,309000,1,2.0,1074.0,glen oaks,40.7577974,-73.7159601,11005,floral park
pending,399000,1,2.0,1341.0,glen oaks,40.7577991,-73.7159564,11005,floral park
co-op for sale,449000,2,2.0,1549.0,glen oaks,40.7577991,-73.7159564,11005,floral park
co-op for sale,449000,2,1.0,764.0,glen oaks,40.7526861,-73.7166669,11004,glen oaks
co-op for sale,449000,1,2.0,1130.0,glen oaks,40.7578216,-73.7159784,11005,floral park
co-op for sale,449000,2,1.0,2184.207862,glen oaks,40.7493102,-73.7118303,11004,glen oaks
co-op for sale,450000,2,2.0,2184.207862,glen oaks,40.7475547,-73.718359,11004,glen oaks
co-op for sale,489000,2,2.0,1549.0,glen oaks,40.7577991,-73.7159564,11005,floral park
co-op for sale,729000,2,2.0,1700.0,glen oaks,40.7577991,-73.7159564,11005,floral park
co-op for sale,1399000,3,4.0,1993.0,glen oaks,40.7566899,-73.72075,11005,floral park
condo for sale,1650000,2,2.0,1267.0,cobble hill,40.6866098,-73.9997131,11231,brooklyn
co-op for sale,189900,1,1.0,600.0,gravesend,40.5941381,-73.963948,11223,new york
co-op for sale,225000,1,1.0,622.0,gravesend,40.6022749,-73.9711068,11223,brooklyn
co-op for sale,239000,1,1.0,670.0,gravesend,40.6010459,-73.9643613,11223,brooklyn
co-op for sale,239000,2,1.0,950.0,gravesend,40.5871568,-73.9709274,11223,brooklyn
co-op for sale,249000,2,1.0,830.0,gravesend,40.5871568,-73.9709274,11223,brooklyn
co-op for sale,250000,2,1.0,950.0,gravesend,40.5875717,-73.9712821,11223,brooklyn
co-op for sale,298000,1,1.0,790.0,gravesend,40.5860215,-73.9668364,11235,brooklyn
co-op for sale,300000,2,1.0,800.0,gravesend,40.5860215,-73.9668364,11235,brooklyn
pending,314000,1,1.0,875.0,gravesend,40.60714,-73.985744,11204,brooklyn
co-op for sale,323000,1,1.0,800.0,gravesend,40.5911414,-73.9676771,11223,brooklyn
co-op for sale,329000,2,1.0,950.0,gravesend,40.5911414,-73.9676771,11223,brooklyn
co-op for sale,365000,2,1.0,925.0,gravesend,40.602199,-73.9709488,11223,brooklyn
pending,464998,2,2.0,1657.0,gravesend,40.5855624,-73.9669734,11235,brooklyn
condo for sale,1650000,2,2.0,1168.0,fort greene,40.684488,-73.974384,11217,brooklyn
condo for sale,1650000,2,2.0,1065.0,manhattan,40.7833546,-73.9499982,10128,new york
co-op for sale,800000,2,1.0,1200.0,gravesend,40.6072346,-73.9847935,11204,brooklyn
condo for sale,1650000,3,2.0,1493.0,manhattan,40.7612516,-73.9826113,10019,new york
condo for sale,1649000,3,2.0,2184.207862,manhattan,40.7787875,-73.9473234,10128,manhattan
condo for sale,1649000,1,1.0,800.0,manhattan,40.7617008,-73.9996228,10036,new york
condo for sale,1625000,1,2.0,995.0,manhattan,40.7842031,-73.9816026,10024,manhattan
condo for sale,1599000,2,2.0,1400.0,manhattan,40.7601775,-73.9843631,10019,new york
condo for sale,1599000,2,2.0,1094.0,manhattan,40.7592821,-73.9707592,10022,new york
condo for sale,1595000,3,3.0,1413.0,brooklyn,40.6915139,-73.935444,11221,brooklyn
condo for sale,1595000,3,2.0,1375.0,greenpoint,40.7361991,-73.9538716,11222,brooklyn
condo for sale,1588000,2,2.0,1108.0,manhattan,40.7701201,-73.9833141,10023,manhattan
condo for sale,1575000,1,2.0,1494.0,dumbo,40.702988,-73.9907803,11201,brooklyn
condo for sale,1540000,3,3.0,1357.0,park slope,40.6655513,-73.9922171,11215,brooklyn
co-op for sale,69000,1,1.0,850.0,highbridge,40.8366623,-73.9239586,10452,bronx
co-op for sale,90000,1,1.0,450.0,highbridge,40.8423705,-73.9234444,10452,bronx
co-op for sale,99000,1,1.0,850.0,highbridge,40.83645,-73.924271,10452,bronx
co-op for sale,99000,1,1.0,859.0,highbridge,40.8366623,-73.9239586,10452,bronx
co-op for sale,99000,1,1.0,850.0,highbridge,40.8366623,-73.9239586,10452,bronx
co-op for sale,199999,1,1.0,550.0,homecrest,40.6079619,-73.9549426,11229,brooklyn
co-op for sale,239000,1,1.0,700.0,homecrest,40.6073781,-73.9601827,11229,brooklyn
co-op for sale,265000,2,1.0,1100.0,homecrest,40.6068092,-73.9590334,11229,brooklyn
co-op for sale,319999,1,1.0,660.0,homecrest,40.6077014,-73.958782,11229,brooklyn
pending,329000,2,2.0,1200.0,homecrest,40.6068155,-73.9592184,11229,brooklyn
condo for sale,1530000,2,2.0,1229.0,southside,40.7102454,-73.9682413,11249,brooklyn
co-op for sale,380000,2,1.0,850.0,homecrest,40.6041775,-73.9603087,11229,brooklyn
condo for sale,1525000,2,2.0,1329.0,long island city,40.745483,-73.954465,11101,queens
condo for sale,1500000,2,2.0,1334.0,new york,40.8084181,-73.9433027,10027,new york
condo for sale,1500000,1,2.0,1218.0,williamsburg,40.7115725,-73.948677,11211,brooklyn
pending,700000,2,2.0,1110.0,homecrest,40.6062808,-73.9595399,11229,brooklyn
co-op for sale,169999,1,1.0,2184.207862,howard beach,40.6661012,-73.8471882,11414,howard beach
co-op for sale,179000,1,1.0,2184.207862,howard beach,40.667401,-73.8470063,11414,howard beach
co-op for sale,199888,2,1.0,2184.207862,howard beach,40.667401,-73.8470063,11414,howard beach
co-op for sale,199888,1,1.0,2184.207862,howard beach,40.6661012,-73.8471882,11414,howard beach
co-op for sale,220000,1,1.0,792.0,howard beach,40.6680599,-73.8497,11414,howard beach
co-op for sale,225000,1,1.0,2184.207862,howard beach,40.6685699,-73.8471189,11414,howard beach
co-op for sale,239000,2,1.0,798.0,howard beach,40.6649999,-73.84857,11414,howard beach
pending,245000,2,1.0,2184.207862,howard beach,40.6641199,-73.85371,11414,howard beach
co-op for sale,295000,3,1.0,2184.207862,howard beach,40.6633466,-73.8542803,11414,howard beach
pending,299000,2,1.0,2184.207862,howard beach,40.6642386,-73.8477653,11414,howard beach
pending,309000,3,2.0,2184.207862,howard beach,40.6674344,-73.8479327,11414,howard beach
condo for sale,1499999,2,2.0,901.0,manhattan,40.7718553,-73.9799842,10023,new york
condo for sale,1495000,2,2.0,1098.0,dumbo,40.702357,-73.9892037,11201,brooklyn
condo for sale,1494000,1,2.0,1444.0,manhattan,40.7719269,-73.949189,10075,new york
co-op for sale,185000,3,1.0,500.0,hudson hill,40.8952914,-73.9089308,10471,bronx
co-op for sale,269000,1,1.0,2184.207862,hudson hill,40.8968048,-73.9087471,10471,bronx
co-op for sale,375000,2,2.0,1350.0,hudson hill,40.8938465,-73.9091368,10471,bronx
co-op for sale,425000,3,2.0,1150.0,hudson hill,40.8952914,-73.9089308,10471,bronx
co-op for sale,180000,3,1.0,500.0,jackson heights,40.7525699,-73.87724,11372,jackson heights
co-op for sale,189000,3,1.0,2184.207862,jackson heights,40.7525699,-73.87724,11372,jackson heights
co-op for sale,229000,1,1.0,2184.207862,jackson heights,40.7562792,-73.8758052,11372,jackson heights
co-op for sale,250000,3,1.0,2184.207862,jackson heights,40.7493341,-73.8834178,11372,jackson heights
co-op for sale,259000,1,1.0,2184.207862,jackson heights,40.7488599,-73.8926999,11372,jackson heights
