type,price,beds,bath,propertysqft,street_name,latitude,longitude,zip_code,city
house for sale,749000,4,3.0,2013.0,staten island,40.6109749,-74.0710212,10305,staten island
house for sale,749000,3,2.0,1600.0,staten island,40.544867,-74.159159,10312,staten island
house for sale,749000,3,2.0,1800.0,staten island,40.6105648,-74.1237991,10314,staten island
house for sale,749000,3,2.0,1080.0,staten island,40.6266424,-74.1510397,10303,staten island
house for sale,749999,4,2.373860858,1063.0,staten island,40.5355078,-74.1566675,10312,staten island
house for sale,750000,2,2.0,1330.0,staten island,40.5039785,-74.2396555,10307,staten island
contingent,750000,4,4.0,1240.0,staten island,40.5546832,-74.1780566,10312,staten island
multi-family home for sale,750000,2,3.0,1530.0,staten island,40.6132884,-74.128148,10314,staten island
house for sale,750000,3,2.373860858,1922.0,staten island,40.5905967,-74.1527255,10314,staten island
house for sale,758800,3,2.0,1633.0,staten island,40.5910792,-74.0801059,10305,staten island
contingent,759000,3,4.0,1424.0,staten island,40.552359,-74.14076,10308,staten island
multi-family home for sale,760000,4,2.0,1490.0,staten island,40.6100159,-74.0754726,10305,staten island
townhouse for sale,760000,2,2.373860858,2337.0,staten island,40.5148559,-74.2032529,10309,staten island
house for sale,764600,4,2.0,1884.0,staten island,40.5496155,-74.1391082,10308,staten island
house for sale,765000,3,4.0,2205.0,staten island,40.611142,-74.0905357,10304,staten island
house for sale,765000,3,4.0,1888.0,staten island,40.6311627,-74.1422028,10302,staten island
house for sale,768000,5,2.0,1870.0,staten island,40.6329148,-74.1328734,10302,staten island
pending,769000,3,4.0,2184.207862,staten island,40.6291962,-74.1518654,10303,staten island
multi-family home for sale,769000,7,2.0,2100.0,staten island,40.6219621,-74.0832854,10304,staten island
pending,769000,3,2.0,1170.0,staten island,40.6222601,-74.1349837,10314,staten island
house for sale,774888,3,2.0,960.0,staten island,40.5525576,-74.1709014,10312,staten island
house for sale,774900,3,2.0,1335.0,staten island,40.6058796,-74.0681791,10305,staten island
house for sale,775000,3,2.0,2184.207862,staten island,40.5572427,-74.1202564,10306,staten island
multi-family home for sale,778000,4,3.0,2185.0,staten island,40.6308436,-74.1204059,10310,staten island
multi-family home for sale,778000,4,3.0,1300.0,staten island,40.5358271,-74.2226504,10309,staten island
house for sale,779000,4,2.0,2188.0,staten island,40.6445045,-74.0818972,10301,staten island
contingent,785000,3,2.0,1950.0,staten island,40.5990416,-74.0674289,10305,staten island
contingent,789000,4,2.0,1871.0,staten island,40.5248784,-74.2121776,10309,staten island
multi-family home for sale,789000,3,4.0,1900.0,staten island,40.5364742,-74.2389448,10309,staten island
contingent,789888,4,2.0,1865.0,staten island,40.5476973,-74.1752129,10312,staten island
multi-family home for sale,790000,6,3.0,2520.0,staten island,40.6105856,-74.1268175,10314,staten island
contingent,795000,3,3.0,1860.0,staten island,40.5763544,-74.1099794,10306,staten island
multi-family home for sale,798000,3,4.0,2150.0,staten island,40.5874844,-74.0701056,10305,staten island
house for sale,798000,4,4.0,1410.0,staten island,40.607299,-74.159021,10314,staten island
multi-family home for sale,798888,3,2.0,1500.0,staten island,40.5474933,-74.2098503,10309,staten island
house for sale,799000,4,2.0,1975.0,staten island,40.5387812,-74.193378,10312,staten island
house for sale,799000,3,2.0,864.0,staten island,40.5593089,-74.1264964,10306,staten island
house for sale,799000,3,2.0,2340.0,staten island,40.5887913,-74.1444799,10314,staten island
house for sale,799000,3,2.0,1816.0,staten island,40.5557686,-74.1327357,10306,staten island
house for sale,799000,3,2.373860858,2184.207862,staten island,40.552406,-74.1441129,10308,staten island
pending,799000,4,2.0,1560.0,staten island,40.5642806,-74.1530498,10308,brooklyn
house for sale,799500,2,2.0,2250.0,staten island,40.5017889,-74.2393231,10307,staten island
townhouse for sale,799900,3,2.373860858,2058.0,staten island,40.5147701,-74.2022363,10309,staten island
contingent,799900,4,4.0,1816.0,staten island,40.5570416,-74.1462231,10308,staten island
contingent,799900,3,4.0,3510.0,staten island,40.641795,-74.090599,10301,staten island
house for sale,799999,3,2.0,1596.0,staten island,40.5419604,-74.1682869,10312,staten island
house for sale,799999,5,4.0,2288.0,staten island,40.5546818,-74.1625533,10308,staten island
house for sale,799999,3,4.0,2337.0,staten island,40.513375,-74.202668,10309,staten island
multi-family home for sale,815156,4,4.0,2945.0,staten island,40.6402659,-74.110402,10310,staten island
house for sale,825000,4,2.0,2230.0,staten island,40.5532787,-74.1649844,10312,staten island
pending,825000,5,2.0,2184.207862,staten island,40.6033161,-74.1679729,10314,staten island
pending,825000,6,2.0,2444.0,staten island,40.5546232,-74.1349952,10306,staten island
house for sale,825900,3,2.0,1923.0,staten island,40.594143,-74.1658674,10314,staten island
house for sale,829999,3,2.373860858,1380.0,staten island,40.5637062,-74.149755,10308,staten island
contingent,835000,5,2.0,2050.0,staten island,40.5582716,-74.1160817,10306,staten island
pending,838000,4,4.0,2780.0,staten island,40.5124611,-74.2488941,10307,staten island
contingent,840000,5,1.0,1182.0,staten island,40.6192205,-74.1425531,10302,staten island
house for sale,849000,3,2.0,2000.0,staten island,40.5528489,-74.1699382,10312,staten island
house for sale,849000,3,2.0,2256.0,staten island,40.5518357,-74.1483332,10308,staten island
multi-family home for sale,849998,4,2.0,2342.0,staten island,40.5487767,-74.1629254,10312,staten island
house for sale,849999,2,2.0,1365.0,staten island,40.562056,-74.1052535,10306,staten island
multi-family home for sale,850000,4,2.0,2375.0,staten island,40.5382166,-74.2235176,10309,staten island
house for sale,850000,3,2.373860858,2160.0,staten island,40.5931048,-74.0663488,10305,staten island
house for sale,850000,3,2.0,1152.0,staten island,40.5903464,-74.1630923,10314,staten island
house for sale,850000,3,2.0,1090.0,staten island,40.5952951,-74.1039687,10304,staten island
multi-family home for sale,850000,3,2.0,1696.0,staten island,40.5870716,-74.0944361,10305,staten island
house for sale,855000,3,2.0,1383.0,staten island,40.5725396,-74.1007568,10306,staten island
pending,860000,3,4.0,2325.0,staten island,40.5394441,-74.2109853,10309,staten island
multi-family home for sale,868000,3,4.0,2024.0,staten island,40.5963657,-74.0997473,10304,staten island
house for sale,868000,3,2.0,1484.0,staten island,40.5802397,-74.1018122,10306,staten island
contingent,869900,4,2.0,2280.0,staten island,40.5873346,-74.1553517,10314,staten island
multi-family home for sale,869999,5,3.0,2080.0,staten island,40.6005525,-74.1314512,10314,staten island
house for sale,874900,3,4.0,1500.0,staten island,40.5891334,-74.1468153,10314,staten island
house for sale,874999,3,2.0,2868.0,staten island,40.5771798,-74.119431,10306,staten island
house for sale,879000,4,2.0,1238.0,staten island,40.5273247,-74.1983282,10309,staten island
house for sale,879000,4,2.0,2240.0,staten island,40.5708089,-74.1179169,10306,staten island
multi-family home for sale,879000,4,2.0,1824.0,staten island,40.5452993,-74.1492507,10308,staten island
pending,879900,3,2.0,2242.0,staten island,40.5409077,-74.1964937,10312,staten island
house for sale,880000,3,4.0,2100.0,staten island,40.551314,-74.1670026,10312,staten island
house for sale,888888,4,3.0,2088.0,staten island,40.5469948,-74.1413764,10308,staten island
multi-family home for sale,889000,2,2.0,1520.0,staten island,40.6233188,-74.1259917,10314,staten island
house for sale,889000,3,2.0,2362.0,staten island,40.5395766,-74.1810757,10312,staten island
house for sale,889000,3,2.0,2052.0,staten island,40.5312573,-74.157737,10312,staten island
multi-family home for sale,890000,5,2.0,2144.0,staten island,40.5960203,-74.0673498,10305,staten island
multi-family home for sale,898000,6,3.0,2100.0,staten island,40.5586967,-74.1351001,10306,staten island
contingent,898000,3,1.0,2744.0,staten island,40.5789553,-74.1138794,10306,staten island
contingent,898888,3,3.0,2080.0,staten island,40.5550173,-74.163012,10308,staten island
house for sale,899000,3,2.0,1440.0,staten island,40.5159004,-74.2314825,10309,staten island
multi-family home for sale,899000,7,3.0,1980.0,staten island,40.6275175,-74.1233766,10310,staten island
house for sale,899000,3,4.0,2208.0,staten island,40.5955552,-74.1677939,10314,staten island
house for sale,899000,5,2.0,2184.0,staten island,40.565557,-74.1329192,10306,staten island
house for sale,899000,3,1.0,1050.0,staten island,40.6141485,-74.1643422,10314,staten island
house for sale,899000,4,2.0,1224.0,staten island,40.5985336,-74.127001,10314,staten island
house for sale,899888,4,2.0,2185.0,staten island,40.6215947,-74.1404429,10314,staten island
contingent,899999,3,2.0,1784.0,staten island,40.5788586,-74.11209,10306,staten island
multi-family home for sale,899999,4,2.0,2194.0,staten island,40.6172199,-74.1320669,10314,staten island
house for sale,900000,3,2.0,1248.0,staten island,40.5981713,-74.0732699,10305,staten island
multi-family home for sale,924800,4,3.0,2049.0,staten island,40.5075446,-74.2461088,10307,staten island
pending,925000,4,4.0,1672.0,staten island,40.5522652,-74.1732406,10312,staten island
house for sale,929000,5,2.373860858,2200.0,staten island,40.5592121,-74.1263587,10306,staten island
house for sale,949000,4,2.0,2476.0,staten island,40.6006101,-74.1671861,10314,staten island
pending,949000,4,4.0,2920.0,staten island,40.6134167,-74.1334698,10314,staten island
multi-family home for sale,949000,8,3.0,3500.0,staten island,40.6445278,-74.0913961,10301,staten island
house for sale,949900,4,2.0,1680.0,staten island,40.6217558,-74.1413145,10314,staten island
contingent,950000,3,2.0,1364.0,staten island,40.5781512,-74.1348919,10306,staten island
house for sale,955000,4,4.0,2100.0,staten island,40.551184,-74.1840649,10312,staten island
pending,958000,3,2.0,2259.0,staten island,40.5292852,-74.1685622,10312,staten island
multi-family home for sale,963000,4,4.0,2400.0,staten island,40.5168606,-74.2375349,10307,staten island
house for sale,968000,3,2.0,2845.0,staten island,40.588988,-74.1530581,10314,staten island
house for sale,988000,4,2.373860858,2400.0,staten island,40.5945187,-74.0904783,10304,staten island
multi-family home for sale,988000,3,2.0,3061.0,staten island,40.5838227,-74.1568196,10314,staten island
house for sale,989000,4,4.0,2400.0,staten island,40.5657552,-74.1051158,10306,staten island
house for sale,989000,6,4.0,2720.0,staten island,40.5119454,-74.2470716,10307,staten island
multi-family home for sale,995000,5,2.0,2288.0,staten island,40.5501403,-74.1810379,10312,staten island
house for sale,995000,3,2.0,1987.0,staten island,40.6293682,-74.0870368,10301,staten island
house for sale,995000,4,2.0,2200.0,staten island,40.6146934,-74.0996097,10301,staten island
house for sale,998000,4,4.0,2000.0,staten island,40.515251,-74.235145,10307,staten island
house for sale,998800,3,4.0,2400.0,staten island,40.6175,-74.103996,10301,staten island
contingent,999000,4,4.0,1798.0,staten island,40.6032357,-74.0737747,10305,staten island
house for sale,999000,4,4.0,3570.0,staten island,40.5898663,-74.1515902,10314,staten island
multi-family home for sale,999888,3,4.0,2016.0,staten island,40.6351047,-74.0818972,10301,staten island
multi-family home for sale,999998,4,4.0,2720.0,staten island,40.5862681,-74.1585168,10314,staten island
multi-family home for sale,999998,3,2.373860858,2400.0,staten island,40.5114943,-74.2382685,10307,staten island
multi-family home for sale,999999,5,2.0,2754.0,staten island,40.5509337,-74.1745249,10312,staten island
multi-family home for sale,1049000,4,4.0,2554.0,staten island,40.5016233,-74.2417531,10307,staten island
multi-family home for sale,1050000,4,4.0,3305.0,staten island,40.5209862,-74.2084631,10309,staten island
multi-family home for sale,1050000,5,4.0,2552.0,staten island,40.6013205,-74.130029,10314,staten island
house for sale,1070000,4,2.0,2192.0,staten island,40.5991039,-74.067279,10305,staten island
house for sale,1080000,6,3.0,3600.0,staten island,40.6110496,-74.1309465,10314,staten island
house for sale,1080000,4,3.0,1824.0,staten island,40.6020615,-74.093461,10304,staten island
house for sale,1088888,5,4.0,2452.0,staten island,40.5908557,-74.1037852,10304,staten island
multi-family home for sale,1095000,4,4.0,2280.0,staten island,40.5505648,-74.1599018,10308,staten island
house for sale,1099000,5,4.0,3500.0,staten island,40.5457789,-74.1847061,10312,staten island
contingent,1099000,6,6.0,3219.0,staten island,40.549134,-74.142459,10308,staten island
house for sale,1099000,3,2.0,1092.0,staten island,40.6038744,-74.0739123,10305,staten island
multi-family home for sale,1099000,6,5.0,3816.0,staten island,40.6241719,-74.0746007,10304,staten island
house for sale,1100000,3,4.0,3750.0,staten island,40.5136885,-74.2364803,10307,staten island
multi-family home for sale,1100000,3,2.0,1928.0,staten island,40.5142085,-74.2505102,10307,staten island
house for sale,1100000,4,2.0,1800.0,staten island,40.5103369,-74.2424867,10307,staten island
house for sale,1139000,4,4.0,3150.0,staten island,40.5308796,-74.1913113,10312,staten island
house for sale,1150000,2,2.0,1444.0,staten island,40.5882505,-74.1087291,10304,staten island
house for sale,1150000,3,4.0,3000.0,staten island,40.5343966,-74.1582874,10312,staten island
multi-family home for sale,1153000,4,2.373860858,3980.0,staten island,40.5078915,-74.2530332,10307,staten island
house for sale,1165000,3,4.0,3500.0,staten island,40.5397292,-74.2155251,10309,staten island
contingent,1175000,3,3.0,2774.0,staten island,40.6069353,-74.0933004,10304,staten island
multi-family home for sale,1179987,5,4.0,4143.0,staten island,40.515005,-74.235135,10307,staten island
pending,1188000,4,2.373860858,3840.0,staten island,40.5929709,-74.0937822,10304,staten island
multi-family home for sale,1190000,5,4.0,3720.0,staten island,40.5153019,-74.2352069,10307,staten island
house for sale,1193000,2,2.0,1518.0,staten island,40.5839283,-74.1113788,10304,staten island
house for sale,1195000,4,4.0,2704.0,staten island,40.5143019,-74.2044734,10309,staten island
house for sale,1195000,4,4.0,2688.0,staten island,40.6296431,-74.1005274,10301,staten island
multi-family home for sale,1195000,3,2.0,2700.0,staten island,40.5424657,-74.1746625,10312,staten island
multi-family home for sale,1199000,6,5.0,3290.0,staten island,40.5159256,-74.2361135,10307,staten island
multi-family home for sale,1199000,4,4.0,2279.0,staten island,40.545515,-74.156447,10308,staten island
multi-family home for sale,1199000,3,1.0,2726.0,staten island,40.5837427,-74.0909372,10305,staten island
pending,1199900,4,4.0,2393.0,staten island,40.5477774,-74.160225,10308,staten island
house for sale,1200000,4,3.0,2052.0,staten island,40.59194,-74.1087406,10304,staten island
multi-family home for sale,1200000,5,2.0,2184.207862,staten island,40.5404111,-74.1957141,10312,staten island
house for sale,1200000,4,2.0,2173.0,staten island,40.5995725,-74.1264046,10314,staten island
multi-family home for sale,1229000,6,5.0,2816.0,staten island,40.5086315,-74.2470232,10307,staten island
multi-family home for sale,1239998,4,4.0,2250.0,staten island,40.5355587,-74.2075918,10309,staten island
house for sale,1248888,4,4.0,3500.0,staten island,40.5646314,-74.1243252,10306,staten island
house for sale,1249949,4,4.0,2720.0,staten island,40.5107045,-74.2389945,10307,staten island
house for sale,1249949,4,4.0,2720.0,staten island,40.5107574,-74.239192,10307,staten island
house for sale,1250000,4,4.0,3300.0,staten island,40.5675492,-74.140764,10306,staten island
house for sale,1250000,5,4.0,3427.0,staten island,40.5395581,-74.2229079,10309,staten island
pending,1250000,6,4.0,2184.207862,staten island,40.5022937,-74.2429452,10307,staten island
house for sale,1250000,3,4.0,3328.0,staten island,40.619844,-74.0889182,10301,staten island
house for sale,1250000,3,2.0,2072.0,staten island,40.6321382,-74.0806123,10304,staten island
house for sale,1250000,4,2.0,3160.0,staten island,40.585661,-74.1059417,10306,staten island
multi-family home for sale,1250000,5,4.0,2700.0,staten island,40.5041935,-74.252823,10307,staten island
house for sale,1250000,5,4.0,2755.0,staten island,40.5923372,-74.0687941,10305,staten island
house for sale,1275000,3,4.0,2380.0,staten island,40.5393625,-74.214287,10309,staten island
multi-family home for sale,1275000,6,5.0,2500.0,staten island,40.5423923,-74.1955899,10312,staten island
pending,1280000,5,4.0,3600.0,staten island,40.4995462,-74.2443078,10307,staten island
multi-family home for sale,1288000,6,5.0,2640.0,staten island,40.5294592,-74.1903024,10312,staten island
house for sale,1288888,3,4.0,1672.0,staten island,40.6069525,-74.1016936,10301,staten island
multi-family home for sale,1295000,4,2.373860858,3264.0,staten island,40.5389259,-74.195072,10312,staten island
multi-family home for sale,1299000,6,2.373860858,3733.0,staten island,40.6298438,-74.1233871,10310,staten island
house for sale,1299900,4,4.0,2755.0,staten island,40.5065922,-74.2393503,10307,staten island
townhouse for sale,1299900,6,4.0,2504.0,staten island,40.636611,-74.150256,10303,staten island
multi-family home for sale,1348888,3,4.0,2450.0,staten island,40.5430335,-74.182131,10312,staten island
multi-family home for sale,1369000,4,2.373860858,2900.0,staten island,40.5239722,-74.2213406,10309,staten island
house for sale,1375000,5,4.0,2704.0,staten island,40.606711,-74.1447092,10314,staten island
house for sale,1388800,6,4.0,2146.0,staten island,40.6066676,-74.093461,10304,staten island
house for sale,1396000,4,4.0,2444.0,staten island,40.5664524,-74.1051158,10306,staten island
house for sale,1399900,4,4.0,3149.0,staten island,40.5900537,-74.0906619,10305,staten island
house for sale,1399999,3,2.0,2700.0,staten island,40.5116874,-74.2388187,10307,staten island
multi-family home for sale,1399999,4,4.0,2776.0,staten island,40.5365656,-74.1839422,10312,staten island
multi-family home for sale,1400000,5,4.0,2250.0,staten island,40.5486237,-74.1868168,10312,staten island
house for sale,1449000,3,4.0,3600.0,staten island,40.613153,-74.1076394,10301,staten island
house for sale,1450000,4,2.373860858,2700.0,staten island,40.5273093,-74.1753435,10312,staten island
multi-family home for sale,1450000,5,4.0,3252.0,staten island,40.5504262,-74.186404,10312,staten island
multi-family home for sale,1459000,5,4.0,3500.0,staten island,40.521212,-74.230732,10309,staten island
house for sale,1488000,3,2.0,2886.0,staten island,40.5792773,-74.1211285,10306,staten island
multi-family home for sale,1489000,6,2.373860858,3780.0,staten island,40.5395319,-74.1450877,10308,staten island
house for sale,1495000,4,2.373860858,3000.0,staten island,40.5247627,-74.1681035,10312,staten island
multi-family home for sale,1499000,6,4.0,3450.0,staten island,40.5922552,-74.0972237,10304,staten island
multi-family home for sale,1500000,6,4.0,3328.0,staten island,40.585111,-74.1036081,10306,staten island
multi-family home for sale,1550000,12,7.0,3000.0,staten island,40.5083446,-74.2299349,10309,staten island
house for sale,1599000,5,3.0,5600.0,staten island,40.5813757,-74.1131912,10304,staten island
multi-family home for sale,1599999,5,4.0,3773.0,staten island,40.5461245,-74.1826661,10312,staten island
house for sale,1600000,4,4.0,3150.0,staten island,40.5364873,-74.1987178,10312,staten island
house for sale,1600000,4,4.0,3150.0,staten island,40.5365056,-74.1988326,10312,staten island
multi-family home for sale,1698000,4,4.0,3620.0,staten island,40.5357703,-74.1849822,10312,staten island
house for sale,1749999,4,4.0,2600.0,staten island,40.595688,-74.0982331,10304,staten island
house for sale,1999000,4,4.0,3420.0,staten island,40.5939144,-74.1059876,10304,staten island
house for sale,1999000,4,2.0,2600.0,staten island,40.5908362,-74.1019957,10304,staten island
contingent,1999999,4,4.0,4803.0,staten island,40.5268622,-74.189752,10312,staten island
house for sale,1999999,5,2.373860858,5301.0,staten island,40.6071393,-74.097086,10304,staten island
house for sale,2050000,6,6.0,5600.0,staten island,40.5856353,-74.1068594,10304,staten island
multi-family home for sale,2100000,3,1.0,6862.0,staten island,40.6407112,-74.0796848,10301,staten island
house for sale,2199999,4,2.0,2848.0,staten island,40.5727658,-74.1401218,10306,staten island
house for sale,2200000,3,2.373860858,3760.0,staten island,40.5450461,-74.1858995,10312,staten island
pending,2300000,6,2.373860858,4346.0,staten island,40.5274146,-74.179841,10312,staten island
house for sale,2350000,5,4.0,4270.0,staten island,40.5251737,-74.2176044,10309,staten island
house for sale,2358000,4,5.0,6300.0,staten island,40.5467194,-74.1923203,10312,staten island
house for sale,2400000,5,4.0,3800.0,staten island,40.5752476,-74.1304878,10306,staten island
contingent,2473888,4,6.0,5600.0,staten island,40.5464716,-74.1880551,10312,staten island
house for sale,2580000,8,2.373860858,6493.0,staten island,40.6050685,-74.0969483,10304,staten island
house for sale,2595000,7,6.0,4950.0,staten island,40.5184841,-74.2244185,10309,staten island
house for sale,2599999,6,6.0,6353.0,staten island,40.5920591,-74.1031199,10304,staten island
house for sale,2699000,7,6.0,11250.0,staten island,40.6087694,-74.0597773,10305,staten island
house for sale,2750000,6,5.0,6300.0,staten island,40.5462525,-74.1481727,10308,staten island
house for sale,2800000,4,6.0,8333.0,staten island,40.5861193,-74.1075476,10304,staten island
house for sale,2898555,5,5.0,7200.0,staten island,40.5203019,-74.1780566,10312,staten island
house for sale,2900000,5,2.373860858,6707.0,staten island,40.6000344,-74.1064235,10304,staten island
multi-family home for sale,3200000,3,2.373860858,17000.0,staten island,40.640823,-74.0800239,10301,staten island
multi-family home for sale,3995000,3,2.373860858,12200.0,staten island,40.6107278,-74.0701607,10305,staten island
house for sale,6700000,3,2.373860858,2184.207862,staten island,40.626225,-74.0745645,10304,staten island
house for sale,16800000,8,16.0,33000.0,staten island,40.5950017,-74.1064235,10304,staten island
co-op for sale,350000,2,1.0,2184.207862,sunset park,40.6397364,-74.0186847,11220,brooklyn
condo for sale,309000,2,1.0,862.0,parkchester,40.8385018,-73.86211,10462,bronx
condo for sale,299900,1,1.0,525.0,spuyten duyvil,40.8808246,-73.9173093,10463,bronx
co-op for sale,385000,2,1.0,2184.207862,sunset park,40.649346,-74.0086998,11220,brooklyn
condo for sale,297000,3,1.0,600.0,brighton beach,40.5756277,-73.9667833,11235,brooklyn
condo for sale,295000,3,1.0,2184.207862,manhattan,40.8153693,-73.9384161,10037,new york
condo for sale,290900,2,1.0,850.0,north riverdale,40.9058413,-73.8981827,10471,bronx
condo for sale,290000,1,1.0,2184.207862,queens,40.7255887,-73.8589005,11374,rego park
condo for sale,289000,1,1.0,666.0,east new york,40.6541622,-73.8846778,11207,brooklyn
condo for sale,285000,2,1.0,1000.0,parkchester,40.8362269,-73.8612346,10462,bronx
condo for sale,285000,2,1.0,835.0,parkchester,40.8396194,-73.8587548,10462,bronx
condo for sale,285000,1,1.0,613.0,shore acres,40.6109595,-74.060351,10305,staten island
condo for sale,275000,2,2.0,969.0,bergen beach,40.6280579,-73.9171101,11234,brooklyn
co-op for sale,499000,3,2.0,1200.0,the bronx,40.831991,-73.919124,10456,bronx
co-op for sale,69900,2,1.0,700.0,the bronx,40.8224987,-73.8111568,10465,bronx
house for sale,150000,3,2.373860858,2184.207862,the bronx,40.8693539,-73.8883183,10458,bronx ny
co-op for sale,159000,2,1.0,1010.0,the bronx,40.8762047,-73.8603621,10469,bronx
co-op for sale,185000,1,1.0,850.0,the bronx,40.8789917,-73.9020914,10463,bronx
condo for sale,269000,3,1.0,485.0,sheepshead bay,40.590145,-73.9499887,11235,brooklyn
condo for sale,261250,2,1.0,857.0,foxhurst,40.8245968,-73.8898403,10459,bronx
co-op for sale,215000,2,2.0,747.0,the bronx,40.8233271,-73.8110122,10465,bronx
condo for sale,255500,1,1.0,950.0,rosebank,40.6077498,-74.0743086,10305,staten island
house for sale,245000,3,1.0,2184.207862,the bronx,40.8690109,-73.8564445,10469,bronx
co-op for sale,249000,2,1.0,800.0,the bronx,40.8224877,-73.8109803,10465,bronx
condo for sale,250000,3,1.0,2184.207862,east new york,40.6576494,-73.8782466,11207,brooklyn
pending,249000,2,1.0,900.0,the bronx,40.8808392,-73.9191025,10463,bronx
co-op for sale,250000,1,2.0,740.0,the bronx,40.9127295,-73.9022248,10471,bronx
co-op for sale,250000,1,1.0,800.0,the bronx,40.9127295,-73.9022248,10471,bronx
co-op for sale,259000,3,2.0,1089.0,the bronx,40.8246371,-73.8072061,10465,bronx
co-op for sale,259000,2,1.0,950.0,the bronx,40.8248699,-73.9229829,10451,bronx
house for sale,270000,4,2.0,2000.0,the bronx,40.8550515,-73.8852304,10458,bronx
house for sale,270000,3,2.373860858,1158.0,the bronx,40.8838997,-73.864167,10467,bronx
house for sale,275000,2,1.0,1104.0,the bronx,40.8409818,-73.8292936,10461,bronx
co-op for sale,275000,2,1.0,815.0,the bronx,40.8248699,-73.9229829,10451,bronx
co-op for sale,279000,3,1.0,1400.0,the bronx,40.8563536,-73.865974,10462,bronx
co-op for sale,279000,2,2.0,1050.0,the bronx,40.898666,-73.8738365,10470,bronx
co-op for sale,295000,1,1.0,2184.207862,the bronx,40.883124,-73.9164633,10463,bronx
condo for sale,250000,3,1.0,2184.207862,sheepshead bay,40.5997081,-73.9344974,11229,brooklyn
co-op for sale,339000,2,2.0,906.0,the bronx,40.8224723,-73.81106,10465,bronx
co-op for sale,339000,2,1.0,822.0,the bronx,40.8224967,-73.8110903,10465,bronx
multi-family home for sale,350000,3,2.373860858,2184.207862,the bronx,40.8585142,-73.8918995,10458,bronx
co-op for sale,369000,1,1.0,900.0,the bronx,40.8763984,-73.9184692,10463,bronx
house for sale,395000,2,2.0,1089.0,the bronx,40.807051,-73.853819,10473,bronx
house for sale,399888,3,4.0,1613.0,the bronx,40.8865894,-73.8585038,10466,bronx
house for sale,400000,7,3.0,2385.0,the bronx,40.8969146,-73.8654984,10470,bronx
co-op for sale,400000,2,2.0,1150.0,the bronx,40.8131429,-73.808397,10465,bronx
multi-family home for sale,425000,3,2.0,1700.0,the bronx,40.8817944,-73.8617772,10467,bronx
house for sale,449500,3,2.0,2184.207862,the bronx,40.8112605,-73.855529,10473,bronx
house for sale,450000,3,2.373860858,1122.0,the bronx,40.8408308,-73.7856681,10464,bronx
house for sale,450000,4,3.0,2184.207862,the bronx,40.8904909,-73.8606171,10466,bronx
house for sale,459999,1,1.0,640.0,the bronx,40.8426371,-73.8168754,10465,bronx
house for sale,465000,2,2.0,988.0,the bronx,40.8285177,-73.8155198,10465,bronx
condo for sale,249000,2,1.0,815.0,the bronx,40.840962,-73.854142,10462,bronx
house for sale,475000,5,2.0,1790.0,the bronx,40.8102903,-73.8573667,10473,bronx
house for sale,475000,3,2.0,1280.0,the bronx,40.9034885,-73.8435964,10466,bronx
pending,485000,6,3.0,2184.207862,the bronx,40.8781862,-73.8523657,10469,bronx
house for sale,485000,2,2.0,816.0,the bronx,40.8392076,-73.8539325,10462,bronx
house for sale,489000,7,3.0,2500.0,the bronx,40.9000223,-73.8557587,10470,bronx
house for sale,499000,5,2.0,1760.0,the bronx,40.8663864,-73.8878945,10458,bronx
house for sale,499000,2,2.0,1350.0,the bronx,40.8978428,-73.8633611,10470,bronx
house for sale,499000,4,2.0,1752.0,the bronx,40.8717268,-73.9050847,10463,bronx
house for sale,499000,2,2.0,1146.0,the bronx,40.8955154,-73.8510754,10466,bronx
house for sale,499000,5,2.0,1236.0,the bronx,40.879318,-73.8613522,10467,bronx
house for sale,499000,2,1.0,992.0,the bronx,40.8960621,-73.8441692,10466,bronx
house for sale,499998,3,3.0,2184.207862,the bronx,40.8102178,-73.858745,10473,bronx
house for sale,499999,2,1.0,1744.0,the bronx,40.8549429,-73.7908303,10464,bronx
house for sale,509000,3,1.0,1100.0,the bronx,40.8181427,-73.8105454,10465,bronx
condo for sale,245000,1,1.0,800.0,castleton corners,40.6189484,-74.1071576,10301,staten island
house for sale,520000,3,2.373860858,1705.0,the bronx,40.8536129,-73.8933593,10457,bronx
house for sale,529000,3,2.0,1650.0,the bronx,40.8061399,-73.8579944,10473,bronx
house for sale,535000,3,3.0,1328.0,the bronx,40.8355073,-73.9119966,10456,bronx
house for sale,549000,5,3.0,496.0,the bronx,40.8679701,-73.836565,10469,bronx
house for sale,549000,3,2.0,1250.0,the bronx,40.8515331,-73.9197862,10453,bronx
house for sale,549990,3,2.0,1782.0,the bronx,40.8411589,-73.8265147,10461,bronx
house for sale,550000,2,2.0,995.0,the bronx,40.8209689,-73.8074205,10465,bronx
house for sale,554900,3,2.0,1890.0,the bronx,40.8849291,-73.8613097,10467,bronx
house for sale,560000,3,2.0,2184.207862,the bronx,40.824234,-73.84638,10473,bronx
house for sale,569000,3,3.0,1780.0,the bronx,40.8147819,-73.8265252,10465,bronx
house for sale,570000,3,2.0,1728.0,the bronx,40.869166,-73.8520258,10469,bronx
house for sale,575000,5,3.0,2076.0,the bronx,40.8965002,-73.8585406,10466,bronx
house for sale,575000,3,1.0,1390.0,the bronx,40.8069155,-73.8562067,10473,bronx
house for sale,579000,4,2.0,2184.207862,the bronx,40.8454504,-73.81776,10465,bronx
